,comunidad_08,promedio_score,miembros,contaminados_iniciales,promedio_total_pago_f29,nulos_total_pago_f29,promedio_IVA_neto,nulos_IVA_neto,promedio_n_documentos,nulos_n_documentos,promedio_lifetime,nulos_lifetime,moda_unidad_regional,frecuencia_unidad_regional,comunidad,perct_emision_extra,perct_recepcion_extra,emision_extragrupo,recepcion_extragrupo,tasa_emision_extra_intra
219,220,0.03995693886633949,2235,0,8611382.749244712,1904,1739106.5060402683,0,355.8636363636364,2015,4144.420454545455,2059,9NA UNIDAD REGIONAL TEMUCO,2235,220.0,0.7440613983941496,0.819891113392426,2263654714.0,3544526592.0,2.9071870898943812
220,221,0.02793963915886423,2221,3,10538806.692810457,1609,915526.3115713643,0,227.0323275862069,1757,2413.2457002457004,1814,SANTIAGO SUR,2221,221.0,0.5180670735691952,0.6328508663887233,5873829623.0,9418480099.0,1.0749775438793943
221,222,0.06414714023579039,2209,1,25366303.333333332,1840,-2874056.0665459484,0,1159.3248407643312,2052,3782.8947368421054,2057,7MA UNIDAD REGIONAL MAULE,2209,222.0,0.9424928965273013,0.931752079728084,14738248017.0,12277225074.0,16.3891561148571
222,223,0.04030948538791128,2196,2,65210328.571428575,1923,9273028.568761384,0,1509.7281553398059,2093,3399.3207547169814,2090,SANTIAGO PONIENTE,2196,223.0,0.9613385563992821,0.9732461046965534,13228324906.0,19352728756.0,24.865562867430867
223,224,0.11193568050352136,2196,1,10765062.784688994,1987,225705.55828779598,0,645.09375,2132,2505.2820512820513,2157,SANTIAGO SUR,2196,224.0,0.6726651702032506,0.6765493108353262,845971411.0,861073729.0,2.0549758503270965
224,225,0.022990750336699863,2156,0,6937284.666666667,2153,80197.49304267162,0,6084.0,2154,3647.0,2154,SANTIAGO ORIENTE,2156,225.0,0.10824582391001505,0.8821420934431321,1857020.0,114506570.0,0.12138527277173324
225,226,0.0336930928967016,2149,5,7603385.618556701,1567,815629.6463471382,0,399.2747603833866,1836,2568.191616766467,1815,8VA UNIDAD REGIONAL BIO BIO,2149,226.0,0.6558238022594575,0.7201284986900781,5425440804.0,7326220873.0,1.9054885450092938
226,227,0.028883304705772783,2126,6,22711004.68831169,1664,-295217332.8621825,0,573.4213197969543,1929,3152.940476190476,1958,SANTIAGO ORIENTE,2126,227.0,0.5370017295857908,0.5999737075428401,5317882150.0,6876794946.0,1.1598352821175262
227,228,0.029089762746915066,2126,0,10357076.348441927,1773,2305348.899811853,0,387.0346153846154,1866,3912.513368983957,1939,9NA UNIDAD REGIONAL TEMUCO,2126,228.0,0.6452760653939159,0.7260967133781611,3550127968.0,5173520471.0,1.8190936738184464
228,229,0.037061903684633864,2113,12,29878723.58657244,1830,-28056447.911026977,0,3877.5151515151515,1981,4262.139534883721,1941,SANTIAGO ORIENTE,2113,229.0,0.8731190635097277,0.8233717579322776,7982062245.0,5407217448.0,6.881404627531792
229,230,0.029027830315097168,2100,0,28427339.004807692,1892,-4434552.021904762,0,2312.5283018867926,2047,2243.4193548387098,2038,SANTIAGO SUR,2100,230.0,0.8781110862739268,0.7863262206532566,7391672924.0,3775800277.0,7.204191582569578
230,231,0.047944386166898695,2088,1,20054695.733516484,1724,-859912.9137931034,0,762.5469613259669,1907,3402.275303643725,1841,5TA UNIDAD REGIONAL VALPARAISO,2088,231.0,0.6835454219908085,0.6422923548519822,5140243780.0,4272993680.0,2.1600111658708716
231,232,0.06184844350546268,2086,4,5649471.012903226,1776,1034660.5038350911,0,308.2097902097902,1943,2472.768,1961,5TA UNIDAD REGIONAL VALPARAISO,2086,232.0,0.3794238027432986,0.5743186373540888,1534752238.0,3386702829.0,0.6114056652842422
232,233,0.04464149294612193,2073,3,33595640.32451923,1657,10299676.975880366,0,211.89208633093526,1934,4067.5704697986575,1924,SANTIAGO ORIENTE,2073,233.0,0.1818588318198224,0.4184016339402439,5732874228.0,18553953235.0,0.2222829493158716
233,234,0.060384283265915814,2069,5,344631728.01834863,1633,-39592469.68970517,0,163.49689440993788,1908,3400.858757062147,1892,SANTIAGO SUR,2069,234.0,0.4769669767398553,0.4089700935721895,54699577105.0,41505615787.0,0.9119251663438902
234,235,0.028598793181271207,2065,2,7927971.858823529,1470,105582.39951573849,0,1428.6108108108108,1880,3018.9891304347825,1789,SANTIAGO SUR,2065,235.0,0.4954684123166424,0.49545882104467737,3934109866.0,3933958924.0,0.9820364560159053
235,236,0.029917057618094326,2052,5,10837418.113744076,1630,-10897255.32748538,0,303.0570175438597,1824,2770.8,1887,SANTIAGO PONIENTE,2052,236.0,0.8035537481506773,0.4780134728733587,11368990730.0,2545256598.0,4.090450902402632
236,237,0.033901865897306344,2049,0,2973038.6761363638,1873,308679.2201073695,0,1088.65,2009,3987.657894736842,2011,SANTIAGO SUR,2049,237.0,0.7855639852316724,0.8058240148087625,529058584.0,599328067.0,3.663395750384467
237,238,0.031628808757300106,2044,1,25055059.089041095,1898,-1468470.233365949,0,1131.9782608695652,1998,5596.297872340426,1997,SANTIAGO CENTRO,2044,238.0,0.6700265514061209,0.43008307591732164,6734371688.0,2502792613.0,2.0305468644865674
238,239,0.04112980269653285,2024,1,31052268.257534247,1659,29658977.83498024,0,350.2823529411765,1854,4705.211678832116,1887,SANTIAGO ORIENTE,2024,239.0,0.734093467610135,0.8957330429166008,11365348759.0,35366518535.0,2.7607199455101274
239,240,0.03081698744330399,2015,4,27720513.568253968,1700,-4025808.223325062,0,1643.094017094017,1898,3252.485507246377,1877,SANTIAGO ORIENTE,2015,240.0,0.9852439460580384,0.9769336645379098,7372313597.0,4676454695.0,66.7687953658341
240,241,0.04346734269600287,1983,2,64595169.38625593,1561,-299518.93242561776,0,183.15428571428572,1808,3420.3548387096776,1797,SANTIAGO ORIENTE,1983,241.0,0.21270841747658203,0.20412497146859687,6840407772.0,6493579800.0,0.2701774313333968
241,242,0.03824238034665174,1948,2,9649182.27436823,1671,-640937.9943531827,0,1233.1368421052632,1853,3509.7796610169494,1830,SANTIAGO ORIENTE,1948,242.0,0.6945300480334907,0.6550312845539153,1246323340.0,1040855679.0,2.273644407780038
242,243,0.05808904787529928,1923,1,24759755.28166915,1252,-1855491.5127405096,0,462.1345646437995,1544,2791.9473684210525,1752,4TA UNIDAD REGIONAL COQUIMBO,1923,243.0,0.9200878436637414,0.8337347214530046,34724359586.0,15123214986.0,11.513740660333921
243,244,0.03147714821700207,1911,1,43982259.598393574,1662,-4427345.084249084,0,1120.7727272727273,1845,3024.891891891892,1837,SANTIAGO CENTRO,1911,244.0,0.6661809168764667,0.5558792445300884,6923345484.0,4342245410.0,1.995634613345156
244,245,0.03989791577773035,1901,1,39717909.10288066,1658,-252968.85691741187,0,485.68131868131866,1810,3364.3854166666665,1805,9NA UNIDAD REGIONAL TEMUCO,1901,245.0,0.4853611161267137,0.5454429804513566,5736852269.0,7299149695.0,0.9431100745318315
245,246,0.04545900938491328,1885,3,78772229.10674158,1707,49130076.27798408,0,739.9512195121952,1803,4822.351351351352,1811,10MA UNIDAD REGIONAL LOS LAGOS,1885,246.0,0.5055959147254171,0.858322569357111,9387545834.0,55613525241.0,1.022637008439399
246,247,0.03680103455888625,1835,0,15426532.34368932,1320,1773582.0790190736,0,789.3807829181495,1554,5949.405194805195,1450,5TA UNIDAD REGIONAL VALPARAISO,1835,247.0,0.8117966533878701,0.825831665798014,9261928616.0,10181314382.0,4.313401796520173
247,248,0.041088207531692796,1810,3,3955894.212669683,1589,34381.3408839779,0,1599.952380952381,1768,1787.0714285714287,1726,SANTIAGO SUR,1810,248.0,0.6815090200736776,0.5595930554031789,206607934.0,122684778.0,2.1398063462624077
248,249,0.030660302528750672,1802,0,29425958.460251044,1563,10150591.727524972,0,2636.151515151515,1736,3872.265060240964,1719,SANTIAGO CENTRO,1802,249.0,0.5244453876884533,0.6162642989261968,7416683756.0,10800520670.0,1.1028079091468825
249,250,0.06825312300563932,1783,0,8689266.894557822,1489,581845.7919237241,0,356.52,1683,3379.138613861386,1682,SANTIAGO ORIENTE,1783,250.0,0.36207297921023585,0.3939756562692528,1159586301.0,1328181040.0,0.5675774303492953
250,251,0.04690283084081842,1781,1,73167433.02,1381,157932345.10387424,0,901.1096774193549,1626,3325.358139534884,1566,SANTIAGO ORIENTE,1781,251.0,0.22450298465016438,0.3465718640487328,11450114335.0,20977962577.0,0.28949561404680396
251,252,0.05284119823909976,1742,0,2062020.90625,1614,289609.7175660161,0,502.55882352941177,1708,2870.6666666666665,1724,5TA UNIDAD REGIONAL VALPARAISO,1742,252.0,0.8616180427610892,0.8395925398421973,381301810.0,320536551.0,6.226375605264357
252,253,0.0294618736616608,1726,4,15904579.932384342,1445,4567748.469293163,0,546.4166666666666,1654,4285.652173913043,1634,8VA UNIDAD REGIONAL BIO BIO,1726,253.0,0.21309490036724843,0.499049945779193,1225023618.0,4506541241.0,0.2708012700218867
253,254,0.04837685050751536,1716,1,71219705.52657005,1509,36394849.74941725,0,2358.2063492063494,1653,4264.18,1666,SANTIAGO SUR,1716,254.0,0.9843351324907115,0.9727470255431012,20417220835.0,11597553070.0,62.837118278022196
254,255,0.07239545888997961,1691,1,35458666.855704695,1393,-2263397.575990538,0,409.67605633802816,1549,3581.1901840490796,1528,5TA UNIDAD REGIONAL VALPARAISO,1691,255.0,0.7082057968347336,0.5786231671924104,3191897876.0,1805890170.0,2.427072879284103
255,256,0.03176643659977062,1669,0,15238591.341614908,1508,-3115464.467345716,0,2030.8333333333333,1609,3814.061224489796,1620,SANTIAGO SUR,1669,256.0,0.9722209168370292,0.808602726833008,3117078096.0,376270427.0,34.99830830028928
256,257,0.03239375295390121,1624,0,25899781.75985663,1345,-6543995.716133005,0,1820.1122448979593,1526,4209.295652173913,1509,SANTIAGO ORIENTE,1624,257.0,0.7505136732934193,0.604782288770182,5174560770.0,2632232803.0,3.0082356945200197
257,258,0.08376690929296997,1611,20,4102050.438413361,653,-4760649.236499069,0,115.2208904109589,1027,1282.431105047749,878,SANTIAGO ORIENTE,1611,258.0,0.7685495189125995,0.844976890137199,3303109696.0,5421976314.0,3.32057861924417
258,259,0.028490241903132492,1585,1,13216170.367521368,1351,-328672.9760252366,0,690.7403846153846,1481,3881.15873015873,1522,6TA UNIDAD REGIONAL RANCAGUA,1585,259.0,0.6103333099729263,0.6454382174260804,2343872479.0,2724099360.0,1.5662958256209198
259,260,0.02493402732902268,1579,1,80279513.3773585,1367,-15026240.66687777,0,1599.3589743589744,1501,5087.244897959184,1481,1RA UNIDAD REGIONAL IQUIQUE,1579,260.0,0.9449423581512549,0.8682361248492825,9760614932.0,3747407845.0,17.162782974745085
260,261,0.024832000546428656,1560,1,55124314.34068628,1152,-19946647.012179486,0,903.7512195121951,1355,3421.601063829787,1372,SANTIAGO ORIENTE,1560,261.0,0.6981367589838585,0.6451453948212414,27581717760.0,21681942633.0,2.312758441981106
261,262,0.01788278599338485,1528,0,15283828.220973782,1261,1849788.9280104712,0,745.8064516129032,1435,3934.879120879121,1437,SANTIAGO ORIENTE,1528,262.0,0.5255219000589161,0.6512165506418169,3304682798.0,5570891419.0,1.1075788326672407
262,263,0.03829203260731357,1528,0,37314135.427083336,1432,649164.7990837697,0,1768.6451612903227,1497,5430.392857142857,1500,2DA UNIDAD REGIONAL ANTOFAGASTA,1528,263.0,0.9002130093703202,0.9104505563676535,1379972175.0,1555222189.0,9.021346406878902
263,264,0.027670545611620963,1520,1,9715152.87745098,1316,444836.4953947368,0,901.9464285714286,1464,3212.9824561403507,1463,SANTIAGO CENTRO,1520,264.0,0.2522358865393985,0.37738577024008974,668410876.0,1201068369.0,0.3373201280977072
264,265,0.04669457959415708,1512,2,59012583.36363637,1204,9087541.083994709,0,322.3255813953488,1383,4024.723880597015,1378,SANTIAGO SUR,1512,265.0,0.1882238491733822,0.37912050405679376,5594446353.0,14732915786.0,0.23186669007424898
265,266,0.03208288978385535,1505,0,1146676.5443037974,1347,479668.52558139537,0,3509.0,1495,2080.5714285714284,1498,SANTIAGO CENTRO,1505,266.0,0.7523956358725193,0.6245143207808749,62180614.0,34034240.0,3.0387010282465927
266,267,0.029122080359005303,1483,0,117863389.5263158,1331,-12926097.541469993,0,2798.3972602739727,1410,4467.815789473684,1407,5TA UNIDAD REGIONAL VALPARAISO,1483,267.0,0.5708850515094096,0.49316776694684333,14266313684.0,10434393198.0,1.3303779174263093
267,268,0.03555293627978057,1480,3,77901551.18729097,1181,-10565834.706081081,0,8771.760736196318,1317,2875.8025477707006,1323,SANTIAGO SUR,1480,268.0,0.8646097998926122,0.9120504874902916,9719953680.0,15783987015.0,6.3860589555730565
268,269,0.03329777165242173,1465,3,10531657.890052356,1274,-2268708.3317406145,0,507.2903225806452,1403,3297.035714285714,1409,SANTIAGO ORIENTE,1465,269.0,0.7751918274118829,0.5968897828869836,2667349814.0,1145389572.0,3.4482368611756495
269,270,0.03030985854380289,1455,1,101321872.76097561,1250,-7749964.224054983,0,946.8666666666667,1380,4878.4,1310,6TA UNIDAD REGIONAL RANCAGUA,1455,270.0,0.9678968347645841,0.9470799034239177,12321734647.0,7314028183.0,30.14957645661706
270,271,0.03678669793229365,1452,0,12841247.612244898,1354,-772710.4772727273,0,478.6279069767442,1409,3160.0454545454545,1430,7MA UNIDAD REGIONAL MAULE,1452,271.0,0.9079000824645687,0.8763146372782243,2332894301.0,1676710202.0,9.85777302260118
271,272,0.02521428013610124,1447,0,8805796.6,1342,1009173.9094678645,0,153.35802469135803,1366,5907.924822695036,37,SANTIAGO PONIENTE,1447,272.0,0.5622334388508912,0.8050758592265905,319270589.0,1026729410.0,1.2843224877091224
272,273,0.0919203658533606,1405,0,21952381.591715977,1236,-1844690.7914590747,0,882.3846153846154,1366,3428.0697674418607,1362,5TA UNIDAD REGIONAL VALPARAISO,1405,273.0,0.7658563300745506,0.6624043048742605,797223494.0,478235102.0,3.270882062788188
273,274,0.03286781114371571,1385,1,3586065.603896104,1231,630816.6880866427,0,1121.054054054054,1348,3071.8214285714284,1357,SANTIAGO PONIENTE,1385,274.0,0.6934556104272911,0.7331802024174076,833775537.0,1012783305.0,2.262170289248798
274,275,0.05039904497584317,1373,1,228549511.2159091,1021,62409644.06919155,0,205.992700729927,1236,3271.2375690607737,1192,8VA UNIDAD REGIONAL BIO BIO,1373,275.0,0.29399592057542806,0.4852336243405144,36248030671.0,82052352933.0,0.4164224104980373
275,276,0.028219639571665914,1373,0,7773882.069767442,900,1832831.9803350328,0,334.3198757763975,1051,3260.3497757847535,1150,9NA UNIDAD REGIONAL TEMUCO,1373,276.0,0.7047451616211406,0.7600476159105275,3298710302.0,4377486635.0,2.386904700666884
276,277,0.04821263660725014,1359,2,17666095.033492822,1150,3098971.46799117,0,2805.7735849056603,1306,3874.890625,1295,SANTIAGO ORIENTE,1359,277.0,0.3854918028511171,0.49679485452468325,2041719662.0,3213221467.0,0.6273175925718697
277,278,0.028415576437067044,1350,0,18567854.788844623,1099,2079861.5948148149,0,255.15384615384616,1233,3138.3636363636365,1284,SANTIAGO SUR,1350,278.0,0.2612810158230955,0.45713641979546926,2164030036.0,5152165493.0,0.35369473564324333
278,279,0.04627704126397788,1346,1,467866144.07392997,1089,17292763.243684992,0,2969.4108527131784,1217,3119.7936507936506,1220,SANTIAGO PONIENTE,1346,279.0,0.5734506820711031,0.5029668415280054,99963867216.0,75243713178.0,1.344394793210509
279,280,0.06183893727572374,1338,0,21816761.39516129,1214,1631562.8871449926,0,257.780487804878,1297,3522.2444444444445,1293,5TA UNIDAD REGIONAL VALPARAISO,1338,280.0,0.40054775686287675,0.5956951608695717,966860811.0,2131961590.0,0.6681896038401385
280,281,0.03679023250409437,1334,4,95050591.41694915,1039,413273.80584707647,0,383.56390977443607,1201,4279.1375,1174,SANTIAGO ORIENTE,1334,281.0,0.3832026976328727,0.373227395198115,15833682288.0,15176070735.0,0.6212781673367055
281,282,0.031856500026613346,1334,1,18043207.807692308,1178,9857035.685907047,0,1508.2758620689656,1276,4252.702127659574,1287,7MA UNIDAD REGIONAL MAULE,1334,282.0,0.6310522235439866,0.8552504521451015,2921072952.0,10090625680.0,1.71041069716061
282,283,0.09088536304297244,1318,1,75126678.57976654,1061,-2853485.6608497724,0,213.12,1243,3884.764705882353,1250,7MA UNIDAD REGIONAL MAULE,1318,283.0,0.12256471352236165,0.27368065757901644,4525675942.0,12208142486.0,0.13968518865292437
283,284,0.03028181471301616,1317,1,26097849.552941177,1147,-1447773.1556567957,0,3527.3333333333335,1275,4369.5625,1269,SANTIAGO ORIENTE,1317,284.0,0.9059537782827491,0.8719170818980557,3239164429.0,2289034188.0,9.633069375253498
284,285,0.04610851561230997,1312,0,4584728.810606061,1180,554278.4237804879,0,527.1346153846154,1260,2498.53125,1280,6TA UNIDAD REGIONAL RANCAGUA,1312,285.0,0.4629569972023904,0.6021026487544641,510376238.0,895897544.0,0.8620482806604236
285,286,0.024598135953066907,1287,2,9045801.793333333,1137,-3879161.390831391,0,2308.1666666666665,1251,4800.5625,1239,SANTIAGO CENTRO,1287,286.0,0.588609074906597,0.3511227495341541,2394034383.0,905429328.0,1.430777975408568
286,287,0.19254157872920938,1270,1,9683113.72907489,816,-8220774.95511811,0,625.8196721311475,1148,3434.509316770186,1109,SANTIAGO CENTRO,1270,287.0,0.46544074550880216,0.3508247786845958,4628297317.0,2872638840.0,0.8707000049074376
287,288,0.029683401106829887,1269,2,10270797.5,1099,739156.3585500394,0,359.4264705882353,1201,3745.6825396825398,1206,SANTIAGO PONIENTE,1269,288.0,0.2500591049851546,0.3661900277834216,592583747.0,1026789799.0,0.33343841714379985
288,289,0.04418892185750584,1269,1,31039788.67052023,1096,-17102627.86288416,0,11812.845238095239,1185,3451.660714285714,1213,3RA UNIDAD REGIONAL ATACAMA,1269,289.0,0.9754528601918133,0.9725568086122645,64234828972.0,57285610526.0,39.737943720290005
289,290,0.029013170316000526,1268,0,6835361.652173913,1084,-538438.6356466877,0,1297.8,1228,6765.7962962962965,1214,SANTIAGO ORIENTE,1268,290.0,0.8533561810193092,0.7463221124442297,939878978.0,475170047.0,5.819244117828615
290,291,0.10098190589212412,1238,30,185772506.92739275,632,-379702564.10016155,0,1118.9176829268292,910,3299.728,738,8VA UNIDAD REGIONAL BIO BIO,1238,291.0,0.5978436456841614,0.39709294919950977,331813480652.0,147008740498.0,1.4865950500800422
291,292,0.027451864936155732,1218,0,13412918.701492537,1084,279498.61247947457,0,431.26666666666665,1188,4422.434782608696,1195,SANTIAGO SUR,1218,292.0,0.7483246882899015,0.755317463486848,1374329689.0,1426816169.0,2.973373443764269
292,293,0.04420554328651984,1206,0,21282100.666666668,1104,614082.288557214,0,854.1290322580645,1175,4300.95744680851,1159,SANTIAGO SUR,1206,293.0,0.6650420437071629,0.7006507616628194,1501473368.0,1770036697.0,1.9854493115122478
293,294,0.022557501134399423,1186,2,60384296.969325155,1023,-9425440.295952782,0,1549.9310344827586,1128,3948.0384615384614,1134,8VA UNIDAD REGIONAL BIO BIO,1186,294.0,0.9492778834841075,0.9451427674883022,31020262232.0,28557026904.0,18.715265621588845
294,295,0.025289678116792915,1175,0,281163560.01578945,985,290286403.5991489,0,793.925,1095,5949.879032258064,1051,SANTIAGO ORIENTE,1175,295.0,0.9018932038753257,0.962214115267151,92075209596.0,255052052659.0,9.192973774509953
295,296,0.031851658810853535,1087,0,8187982.915492957,1016,2176720.753449862,0,1305.125,1063,4989.04347826087,1064,SANTIAGO ORIENTE,1087,296.0,0.16990631052602712,0.5556064520938979,180798195.0,1104361426.0,0.20468329380228886
296,297,0.03490332780007065,1072,1,25209709.839285713,904,-8628830.25,0,2188.7096774193546,1010,2733.2,1012,SANTIAGO CENTRO,1072,297.0,0.9571828445977099,0.9244543998655038,5638915024.0,3086702496.0,22.355124613124445
297,298,0.029407548341107526,1068,0,26218094.990384616,964,-4995241.673220973,0,516.6744186046511,1025,3816.25,1036,SANTIAGO PONIENTE,1068,298.0,0.7047245349691508,0.44851981423819354,2620676716.0,893044584.0,2.386668106324119
298,299,0.07926786318545245,1067,32,21841687.192307692,781,2246858.06841612,0,619.2745098039215,914,1705.8832116788321,793,7MA UNIDAD REGIONAL MAULE,1067,299.0,0.8239385988171862,0.7327868948476477,6904116687.0,4045734399.0,4.679836655177175
299,300,0.027937960783317915,1064,0,9517236.868525896,813,84871.09210526316,0,659.75,984,4144.232323232323,965,19NA UNIDAD REGIONAL DE LOS RIOS,1064,300.0,0.7861455321525764,0.7954976343507631,2597993179.0,2749121537.0,3.6760771942976613
300,301,0.04401500051029743,1056,2,10179331.792682927,892,3928356.9015151514,0,1258.7096774193549,994,3815.8813559322034,997,8VA UNIDAD REGIONAL BIO BIO,1056,301.0,0.7877004565148727,0.8307837152121355,1849688868.0,2447555031.0,3.7103257198951805
301,302,0.03211711796272711,1055,1,5196183.229946524,868,2247059.0009478675,0,322.203125,991,3755.1477272727275,967,SANTIAGO CENTRO,1055,302.0,0.6258807060040398,0.615092305176574,490968158.0,468981347.0,1.6729442080332753
302,303,0.040971670536852245,1044,0,11824897.420600858,811,-3574331.5526819923,0,619.75,912,2552.4685314685316,901,SANTIAGO PONIENTE,1044,303.0,0.7849332518789182,0.6027136610954202,2433403382.0,1011491068.0,3.649719255702901
303,304,0.03798009266155859,1042,1,72511244.34730539,875,-18538731.64203455,0,561.5068493150685,969,3499.3186813186812,951,SANTIAGO CENTRO,1042,304.0,0.6909777042830516,0.5700923322941905,11580717273.0,6868015206.0,2.236012462078006
304,305,0.0517385270542006,1035,2,23687934.319526628,866,-4062192.229951691,0,582.2173913043479,966,3820.0298507462685,968,SANTIAGO NORTE,1035,305.0,0.864889482597054,0.7538639972767183,3164509611.0,1514093935.0,6.401348312638434
305,306,0.04385417544127471,1027,0,32029262.66891892,879,-11627223.347614411,0,1834.9827586206898,969,3788.265625,963,SANTIAGO PONIENTE,1027,306.0,0.9807702212130281,0.9047534885033358,5440892838.0,1013347447.0,51.00267829796858
306,307,0.07887911127946182,1015,1,3588432.8403361347,896,-263057.10935960594,0,1231.547619047619,973,3726.9714285714285,980,SANTIAGO PONIENTE,1015,307.0,0.6363595453873737,0.5636010136020793,570380907.0,420942369.0,1.749969062340068
307,308,0.19998104208492,1011,73,12577803.427659575,541,-18263779.957467854,0,344.2047477744807,674,2851.7158469945357,645,SANTIAGO ORIENTE,1011,308.0,0.5756728426577217,0.35548946129692877,11424824381.0,4644846069.0,1.3566721636752608
308,309,0.04948863554554027,1010,1,43741123.02,960,11534552.77920792,0,22017.0,1000,8527.4,1005,5TA UNIDAD REGIONAL VALPARAISO,1010,309.0,0.30108751022215563,0.8821893044057604,232722566.0,4045252415.0,0.43079429059546354
309,310,0.027578693156476153,1008,2,17367458.30412371,814,-2708384.0228174604,0,538.4230769230769,930,4164.657534246576,935,SANTIAGO CENTRO,1008,310.0,0.6371842160607166,0.6386058558551203,3157970901.0,3177467173.0,1.7562196692284708
310,311,0.03730668896297331,1000,1,3297257.9572649575,883,576856.53,0,251.05882352941177,966,2501.5384615384614,974,SANTIAGO CENTRO,1000,311.0,0.505351125342362,0.5943953665629137,451502333.0,647643923.0,1.021636055863124
311,312,0.026635042559321795,994,0,242509464.52413794,849,-13320325.451710261,0,182.67441860465115,951,5053.555555555556,976,SANTIAGO SUR,994,312.0,0.1786263432450042,0.2947027324240694,7228430448.0,13888368469.0,0.2174726956190731
312,313,0.16573602660898823,972,9,23246173.149425287,885,-3402960.6913580247,0,1406.8064516129032,941,2091.4827586206898,943,8VA UNIDAD REGIONAL BIO BIO,972,313.0,0.9757132547904929,0.9708340514886253,2678592389.0,2219333855.0,40.17472272935717
313,314,0.0522886645355422,948,1,170170446.90555555,768,42661547.89029536,0,339.5892857142857,892,4476.89705882353,880,SANTIAGO CENTRO,948,314.0,0.0357497072584794,0.4245109700500153,1573880014.0,31314160856.0,0.03707513238791679
314,315,0.025422355181718523,948,0,9660871.643478261,833,-344065.35021097044,0,1062.2790697674418,905,4278.977777777778,903,SANTIAGO CENTRO,948,315.0,0.9523288450206344,0.9404549511070831,1967611535.0,1555608961.0,19.977045771868735
315,316,0.05579050390386627,929,3,21501052.68852459,807,-1785235.784714747,0,360.3469387755102,880,3011.5862068965516,900,6TA UNIDAD REGIONAL RANCAGUA,929,316.0,0.8436125878544101,0.827548823083605,3303387216.0,2938635280.0,5.394376543996027
316,317,0.028151558481970696,923,1,13334433.434482759,778,-1292622.0292524376,0,320.4533333333333,848,3815.6363636363635,857,SANTIAGO NORTE,923,317.0,0.7509944798708682,0.5891273171987342,1069839532.0,508619217.0,3.0159752260970354
317,318,0.039869523139875344,918,0,236119376.4649123,804,-94016571.08496732,0,7412.478260869565,849,2896.9583333333335,846,SANTIAGO SUR,918,318.0,0.9546827324963119,0.9110681150090646,55987644994.0,27226398580.0,21.066643800150047
318,319,0.03465192112287017,910,1,8563567.96103896,833,938.3494505494506,0,763.6111111111111,892,3821.5714285714284,889,SANTIAGO PONIENTE,910,319.0,0.9473414916926147,0.9166714659528397,1107523642.0,677228101.0,17.990283472571363
319,320,0.06579808530733883,909,0,6539658.219512195,786,385841.88668866886,0,515.6363636363636,865,3626.787878787879,876,8VA UNIDAD REGIONAL BIO BIO,909,320.0,0.5835190117227973,0.6795011971629158,315787203.0,477857616.0,1.4010699843384375
320,321,0.07501219342426711,906,0,38226339.06875,746,25300663.597130243,0,148.16363636363636,851,3583.076923076923,854,SANTIAGO CENTRO,906,321.0,0.035997385176517495,0.37486907683952575,716529254.0,11506674214.0,0.03734158457973575
321,322,0.031803519693761814,869,0,2537245.4693877553,771,5956154.796317606,0,246.07407407407408,842,2683.235294117647,852,SANTIAGO SUR,869,322.0,0.9308266368078221,0.9491907687386245,3439376030.0,4774859871.0,13.45643169353777
322,323,0.04986470595858398,857,0,12354183.774193548,764,634543.8063010501,0,1627.8837209302326,814,3971.9591836734694,808,3RA UNIDAD REGIONAL ATACAMA,857,323.0,0.837155677351354,0.8632448529461746,582494716.0,715234907.0,5.140834287220478
323,324,0.039888820817737265,846,1,58805684.77073171,641,-15146462.485815603,0,2746.53,746,4839.980263157895,694,SANTIAGO SUR,846,324.0,0.8538060284394938,0.7632694378135768,7812830896.0,4313226011.0,5.840227331714043
324,325,0.037938236100115895,845,0,17863250.8907563,726,6737115.041420118,0,1650.4651162790697,802,2613.1136363636365,801,SANTIAGO CENTRO,845,325.0,0.9833031551944095,0.9909375156548486,5856788884.0,10874406126.0,58.89155505986235
325,326,0.03302215191069011,834,1,15799965.516778523,685,5689370.824940048,0,238.75862068965517,776,3645.435483870968,772,SANTIAGO ORIENTE,834,326.0,0.14040205094464472,0.181548005748907,799261869.0,1085448654.0,0.16333455785805195
326,327,0.050398006106405914,826,0,77415182.02941176,690,564254.4576271187,0,468.59574468085106,779,2925.418181818182,771,5TA UNIDAD REGIONAL VALPARAISO,826,327.0,0.2765137239095744,0.2865323861947398,3692681916.0,3880207567.0,0.3821962254817037
327,328,0.020665403871833365,825,0,9812496.866108786,586,2131932.6569696967,0,433.4117647058824,689,3601.878048780488,743,6TA UNIDAD REGIONAL RANCAGUA,825,328.0,0.5218291648488005,0.6619568940821832,2412094631.0,4328193855.0,1.0913027865528353
328,329,0.02872492294695804,821,2,54023282.1277533,594,-8780275.733252132,0,117.53225806451613,697,3517.8105263157895,726,10MA UNIDAD REGIONAL LOS LAGOS,821,329.0,0.21450760093615528,0.41587983033678855,3816379059.0,9949848332.0,0.27308679395473073
329,330,0.02933744847948471,819,0,11493197.460063897,506,-5396941.592185592,0,248.34101382488478,602,2113.6666666666665,651,SANTIAGO SUR,819,330.0,0.6520967460126338,0.5252736768318492,4276597083.0,2524568255.0,1.8743623077360299
